OBJECTID,BdVal,PctNum,BdName,ElectNo,ElectPct,Requests,Returns,PercentReturned,Party,ELECTDATE,ELECTTTL,ELECTTL2,SHAPE__Area,SHAPE__Length
445,0547,547.0,NEW RIVER,1389,0547,1923,1073,0.557982,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,346190768.0625,84037.1313476798
446,0090,90.0,CAIRO,1389,0090,418,240,0.574162,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2886426.7578125,6853.26806545506
447,0917,917.0,WILLIS,1389,0917,1133,834,0.736098,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,210849334.671875,73728.2036522358
448,0613,613.0,PALOMINO,1389,0613,784,425,0.542091,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5520376.30859375,9663.68835525446
449,0830,830.0,TESSERA,1389,0830,89,30,0.337078,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4171472.7890625,8297.24130061119
450,0864,864.0,VAN BUREN,1389,0864,38,9,0.236842,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1845240.00390625,7362.373812693
451,0256,256.0,ELLIS,1389,0256,244,102,0.418032,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3685271.68359375,7679.36634168874
452,0117,117.0,CELAYA,1389,0117,427,225,0.526932,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4357092.27734375,10581.0135513558
453,0441,441.0,LAVEEN,1389,0441,253,113,0.44664,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3687954.14453125,7683.46414103834
454,0524,524.0,MOBILE,1389,0524,19,9,0.473684,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,798298862.789063,115392.556781239
455,0888,888.0,WEINBERG,1389,0888,1520,805,0.529605,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11297872.3554688,15471.4917160121
456,0212,212.0,DESERT HIGHLANDS,1389,0212,1413,1034,0.731776,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,128835417.074219,66347.0935253852
457,0346,346.0,HALIFAX,1389,0346,508,303,0.596456,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1829883.01953125,5757.18592753281
458,0224,224.0,DESSIE,1389,0224,263,106,0.403041,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4521812.09765625,10359.5793005719
459,0589,589.0,OPTIMIST,1389,0589,752,440,0.585106,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3640580.19921875,7578.58230624508
460,0074,74.0,BONSALL PARK,1389,0074,75,28,0.373333,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3819398.19140625,7820.18016665982
461,0633,633.0,PEORIA HEIGHTS,1389,0633,463,213,0.460043,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3470059.1484375,9863.53512028277
462,0638,638.0,PICADILLY,1389,0638,654,380,0.581039,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2664279.28125,7513.06551772653
463,0764,764.0,SKY VIEW,1389,0764,612,349,0.570261,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2988868.6484375,9110.67198996304
464,0452,452.0,LINDNER,1389,0452,851,453,0.532314,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3948740.7265625,7977.91676054535
465,0325,325.0,GOLDEN HILLS,1389,0325,1145,607,0.530131,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9319855.890625,15832.3303237921
466,0170,170.0,CORTEZ,1389,0170,250,119,0.476,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2750646.9375,7290.45509072273
467,0695,695.0,RIVERVIEW,1389,0695,617,314,0.508914,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2858016.90234375,7821.48111040537
468,0194,194.0,DALE,1389,0194,816,415,0.508578,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,113501760.238281,56723.0165833958
469,0809,809.0,SUNLAND,1389,0809,217,80,0.368663,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6802820.7421875,11343.5333275271
470,0096,96.0,CAMEO,1389,0096,1187,956,0.805391,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6381390.16015625,11800.8274816392
471,0530,530.0,MONTE VISTA,1389,0530,105,49,0.466666,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1824958.015625,5705.51793592922
472,0874,874.0,VILLA RITA,1389,0874,619,378,0.610662,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1892579.703125,5876.88956298588
473,0356,356.0,HASSAYAMPA,1389,0356,55,35,0.636363,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,96882903.1367188,50184.8582566729
474,0759,759.0,SILVER CREEK,1389,0759,1458,791,0.542524,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7559449.921875,14288.105849022
475,0363,363.0,HERMOSA,1389,0363,244,98,0.401639,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8229662.734375,15786.8865179045
476,0085,85.0,BUNKER PEAK,1389,0085,140,77,0.55,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3189605.37890625,7610.32823055595
477,0153,153.0,COMPADRE,1389,0153,1611,1036,0.643078,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11595049.5820313,26918.0332631228
478,0371,371.0,HILLCREST,1389,0371,942,735,0.780254,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5118808.35546875,9815.38782788878
479,0152,152.0,COMMONWEALTH,1389,0152,301,130,0.431893,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3720801.38671875,7717.08428532491
480,0511,511.0,MESA LINDA,1389,0511,521,246,0.472168,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3568941.1015625,7408.84074655414
481,0909,909.0,WIER,1389,0909,719,453,0.630041,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3744440.96875,7738.56371740663
482,0390,390.0,HUDSON,1389,0390,337,151,0.448071,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4569687.07421875,9788.084342352
483,0093,93.0,CALYPSO,1389,0093,845,616,0.728994,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3855457.11328125,8585.10623875443
484,0395,395.0,INDIAN WELLS,1389,0395,1232,832,0.675324,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4183004.96875,10313.3479883094
485,0660,660.0,POWER RANCH,1389,0660,1505,743,0.493687,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6668643.40625,11814.7094577396
486,0436,436.0,LAS BRISAS,1389,0436,1874,1026,0.547491,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9275425.75390625,20453.5140906563
487,0319,319.0,GLENN,1389,0319,595,367,0.616806,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2402930.08984375,6678.11801493058
488,0304,304.0,GATEWAY,1389,0304,111,40,0.36036,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2369369.359375,6733.90328827863
489,0757,757.0,SIERRA VISTA,1389,0757,241,129,0.535269,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2791681.265625,7810.39484381717
490,0739,739.0,SELLS,1389,0739,1023,623,0.608993,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11231617.3515625,13556.7069332554
491,0649,649.0,POCO BUENO,1389,0649,1328,643,0.484186,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11282461.890625,15688.8697986204
492,0440,440.0,LAUREL,1389,0440,602,399,0.66279,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2851650.50390625,9542.86295608096
493,0412,412.0,JUPITER,1389,0412,879,476,0.541524,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3894147.2578125,7875.77772216347
494,0282,282.0,FIESTA RANCH,1389,0282,1034,538,0.520309,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7512772.078125,11644.2696572988
495,0712,712.0,RUBY,1389,0712,504,261,0.517857,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3754472.16796875,7749.05996068936
496,0182,182.0,CREEDANCE,1389,0182,1357,705,0.519528,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7457095.4765625,11973.3637874126
497,0780,780.0,SPRINGFIELD,1389,0780,443,247,0.557562,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2726768.68359375,12296.3492294275
498,0537,537.0,MOUNTAIN SKY,1389,0537,1049,627,0.597712,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4088382.94921875,10119.2813775363
499,0341,341.0,GROVERS,1389,0341,629,311,0.494435,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3644907.17578125,7647.1482038656
500,0071,71.0,BLUEJAY,1389,0071,346,203,0.586705,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3545216.58984375,7532.66807338535
501,0048,48.0,BALBOA,1389,0048,603,334,0.553897,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4062321.203125,9579.96019911427
502,0270,270.0,ESQUIRE,1389,0270,593,268,0.451939,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4272562.1953125,9386.06327178122
503,0718,718.0,SALOME,1389,0718,197,92,0.467005,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,893200400.457031,148313.351830162
504,0382,382.0,HONDA,1389,0382,284,149,0.524647,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,315701398.570313,98959.8759026192
505,0520,520.0,MINNEZONA,1389,0520,153,62,0.405228,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2163335.015625,6774.63566401725
506,0029,29.0,ARBOR,1389,0029,284,195,0.686619,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,27066463.2929688,32188.3103043205
507,0158,158.0,COPPER,1389,0158,829,541,0.652593,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3382258.46484375,7567.44673633741
508,0095,95.0,CAMELOT,1389,0095,1435,936,0.652264,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,10507351.8789063,16782.2522089616
509,0486,486.0,MANZANITA,1389,0486,319,161,0.504702,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1908949.828125,5838.36139184518
510,0368,368.0,HIDALGO,1389,0368,426,176,0.413145,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8543962.234375,12723.6228714892
511,0814,814.0,SUNNYVALE,1389,0814,1794,904,0.503901,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7148699.59375,11762.7521279924
512,0322,322.0,GOLD DUST,1389,0322,446,264,0.591928,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2712494.44140625,7696.12904591842
513,0711,711.0,ROYAL OAK,1389,0711,1005,789,0.785074,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3977316.93359375,10692.1931626163
514,0741,741.0,SENTINEL,1389,0741,12,6,0.5,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6000811855.76953,376935.926050865
515,0453,453.0,LIONS,1389,0453,313,218,0.696485,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1402016.71875,5745.59670297427
516,0192,192.0,DAHLIA,1389,0192,566,307,0.542402,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3732149.609375,7728.01902970263
517,0185,185.0,CRISMON,1389,0185,1136,571,0.50264,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4235445.3828125,9894.82371779868
518,0303,303.0,GARY,1389,0303,1021,639,0.625857,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7885434.67578125,15816.8168356631
519,0579,579.0,OAKGROVE,1389,0579,392,246,0.627551,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1803644.421875,6235.85410259923
520,0719,719.0,SALT RIVER,1389,0719,613,362,0.590538,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3232804.4375,7693.74096872998
521,0855,855.0,TURF PARADISE,1389,0855,281,165,0.587188,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3372354.45703125,7592.26087510837
522,0681,681.0,REEMS,1389,0681,990,525,0.530303,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5267915.20703125,9309.636012526
523,0380,380.0,HOLLYHOCK,1389,0380,197,68,0.345177,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3180838.1484375,8682.64982120388
524,0327,327.0,GOODYEAR,1389,0327,233,133,0.570815,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9561059.28125,18892.9258962034
525,0827,827.0,TARTESSO,1389,0827,1377,719,0.522149,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,187872749.679688,65742.212698305
526,0791,791.0,STONEGATE,1389,0791,700,513,0.732857,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3898051.296875,8362.06212705966
527,0141,141.0,CLOVIS,1389,0141,209,126,0.60287,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,922705.734375,3841.87179019491
528,0527,527.0,MOLLY,1389,0527,796,427,0.536432,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12082769.9335938,17456.0406871316
529,0587,587.0,OLNEY,1389,0587,527,290,0.550284,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,19848039.4257813,20498.6079670784
530,0075,75.0,BOULDER MOUNTAIN,1389,0075,1483,999,0.673634,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11710146.4023438,19384.9448138976
531,0585,585.0,OLD WEST,1389,0585,736,356,0.483695,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3697347.8046875,7692.17661775761
532,0501,501.0,MCCORMICK RANCH,1389,0501,1911,1364,0.713762,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9787258.12890625,15467.8802870305
533,0532,532.0,MONTEROSA,1389,0532,481,333,0.692307,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2096655.828125,9583.38609245323
534,0517,517.0,MILLER,1389,0517,97,55,0.56701,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,60859983.1796875,38608.3011798598
535,0580,580.0,OAKHURST,1389,0580,355,200,0.56338,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1876382.375,6049.80925863301
536,0468,468.0,LOS ALAMOS,1389,0468,1200,695,0.579166,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3762085.66796875,7752.54203433486
537,0697,697.0,ROADMASTER,1389,0697,394,207,0.52538,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6894071.015625,13164.8920457846
538,0528,528.0,MONROE,1389,0528,192,90,0.46875,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,21138076.921875,26012.8044623241
539,0087,87.0,BUTLER,1389,0087,662,333,0.503021,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3723004.73046875,7716.03938069491
540,0097,97.0,CAMPBELL,1389,0097,1404,694,0.494301,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5754996.84765625,9947.59145267149
541,0618,618.0,PARK CENTRAL,1389,0618,611,316,0.517184,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5634012.5546875,9687.94862698843
542,0449,449.0,LIBERTY,1389,0449,560,283,0.505357,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,87168900.1015625,43725.8975239093
543,0007,7.0,AGUA FRIA,1389,0007,530,402,0.75849,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2801967.8359375,11070.2356096425
544,0254,254.0,EL DOMINGO,1389,0254,474,270,0.56962,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2556875.484375,8355.58055456083
545,0539,539.0,MOUNTAINSIDE,1389,0539,1421,1094,0.76988,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,57971125.1132813,36924.7329337748
546,0160,160.0,COPPERWOOD,1389,0160,410,230,0.560975,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1812223.3359375,5684.38873126282
547,0551,551.0,NORTH,1389,0551,124,73,0.588709,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,798483.88671875,4766.4591046536
548,0785,785.0,ST FRANCIS,1389,0785,355,200,0.56338,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1868034.54296875,5798.88765438512
549,0748,748.0,SHASTA,1389,0748,1193,936,0.784576,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5137647.74609375,9571.28606284911
550,0364,364.0,HERMOSA VISTA,1389,0364,1791,1191,0.664991,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,22525189.4609375,27873.6114010891
551,0386,386.0,HORIZON,1389,0386,1592,1038,0.65201,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7516098.99609375,13967.2769519254
552,0630,630.0,PEGASUS,1389,0630,855,442,0.516959,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4342360.921875,9943.46356670974
553,0857,857.0,TUTHILL,1389,0857,1365,889,0.651282,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,6546450.578125,13078.9446338752
554,0593,593.0,ORCHID,1389,0593,902,509,0.564301,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,11186703.21875,15411.4056425546
555,0049,49.0,BALSZ,1389,0049,276,98,0.355072,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4907517.55078125,12196.9813465464
556,0397,397.0,ISAAC,1389,0397,84,26,0.309523,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4720233.234375,8714.51884393638
557,0929,929.0,YALE,1389,0929,202,80,0.396039,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1966559.39453125,6344.38414827633
558,0680,680.0,REED PARK,1389,0680,257,134,0.5214,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2190527.08984375,6882.3356080642
559,0317,317.0,GIOVANNI,1389,0317,34,8,0.235294,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,753212.96484375,4613.79297246203
560,0347,347.0,HALL,1389,0347,468,311,0.664529,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2825528.765625,7772.42565049203
561,0238,238.0,DREYFUS,1389,0238,783,518,0.661558,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2303150.65234375,6470.19926254826
562,0812,812.0,SUNNYSIDE,1389,0812,393,247,0.628498,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1922342.890625,6104.30245361332
563,0345,345.0,HADLEY,1389,0345,304,138,0.453947,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9196450.56640625,14236.9945135842
564,0665,665.0,PURPLE SAGE,1389,0665,307,150,0.488599,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3703559.04296875,7711.53135534694
565,0464,464.0,LONGBOW,1389,0464,1157,665,0.574762,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,16836903.390625,23481.6697132702
566,0675,675.0,READE,1389,0675,220,102,0.463636,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1837284.11328125,5894.68275869005
567,0523,523.0,MITCHELL PARK,1389,0523,185,91,0.491891,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2653208.9375,6617.56718122568
568,0889,889.0,WELDON,1389,0889,206,91,0.441747,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5564581.8359375,11939.6639600285
569,0788,788.0,STARLIGHT,1389,0788,168,69,0.410714,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2296147.70703125,6795.5536845154
570,0226,226.0,DIABLO,1389,0226,351,227,0.646723,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5009652.58203125,10690.4937966365
571,0611,611.0,PALO CRISTI,1389,0611,1030,770,0.747572,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,13164367.03125,21972.8265214225
572,0645,645.0,PINNACLE WEST,1389,0645,1338,970,0.724962,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,7554428.5703125,11666.0424570231
573,0328,328.0,GRANADA,1389,0328,289,130,0.449826,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,4163826.33203125,8651.87601275608
574,0461,461.0,LONE MOUNTAIN,1389,0461,1398,917,0.655937,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,15482579.6601563,18442.2864184547
575,0784,784.0,ST CHRISTOPHER,1389,0784,457,344,0.752735,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1873063.578125,5925.1051666261
576,0545,545.0,MYSTIC,1389,0545,1174,615,0.52385,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,5377489.23828125,9610.18441481106
577,0193,193.0,DAISY,1389,0193,452,235,0.519911,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2182269.01171875,6778.09215967113
578,0295,295.0,FREMONT,1389,0295,895,550,0.614525,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,8341614.30078125,15387.0157535929
579,0514,514.0,METRO,1389,0514,298,142,0.47651,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3467350.8515625,8213.55739911663
580,0262,262.0,ENCLAVE,1389,0262,1740,1369,0.786781,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,9665158.734375,14194.5495082247
581,0140,140.0,CLOVER,1389,0140,270,114,0.422222,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2010106.96875,8900.39438591469
582,0258,258.0,ELWOOD,1389,0258,391,188,0.480818,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,3626316.16015625,9872.74315071134
583,0910,910.0,WIGWAM,1389,0910,1710,1189,0.695321,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,12249828.1445313,18698.6597943527
584,0504,504.0,MCKELLIPS PARK,1389,0504,249,117,0.469879,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1974970.77734375,6739.17557433176
585,0157,157.0,CONTENTION MINE,1389,0157,421,241,0.572446,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,1876454.18359375,5818.27461872692
586,0457,457.0,LOLA,1389,0457,825,473,0.573333,REP,2022-11-08,MARICOPA COUNTY                                             ,NOV 8 2022 GENERAL ELECTION                                 ,2801390.11328125,7706.00365568912
